Address	Length	Type	String
.rdata:00748DD0	0000000A	C	shootable
.rdata:00748DDC	0000000B	C	ChestDeath
.rdata:00748DE8	00000011	C	initialFightNode
.rdata:00748DFC	0000001E	C	OnCreatedCheckMissionFunction
.rdata:00748E1C	00000017	C	MM_OnCreatedGetMission
.rdata:00748E34	00000019	C	MM_OnDestroyedGetMission
.rdata:00748E50	00000020	C	OnDestroyedCheckMissionFunction
.rdata:00748E70	00000013	C	EvalKilledFunction
.rdata:00748E84	00000010	C	GM_SpawnGoodies
.rdata:00748E94	00000017	C	HenchAI_DefendPosition
.rdata:00748EAC	00000013	C	HenchAI_Pedestrian
.rdata:00748EC0	00000013	C	HenchAI_TauntMelee
.rdata:00748ED4	0000000F	C	HenchAI_Combat
.rdata:00748EE4	00000013	C	HenchAI_FollowTony
.rdata:00748EF8	00000011	C	DealHasCollapsed
.rdata:00748F0C	0000000D	C	DealPossible
.rdata:00748F1C	0000001B	C	gDealerAttractTonyDistance
.rdata:00748F38	00000013	C	$ECDTRegister_Mode
.rdata:00748F4C	00000018	C	$gCivilianStimulusTable
.rdata:00748F64	00000013	C	$ECDTMode_Civilian
.rdata:00748F78	0000001E	C	$ECDTCapabilityBit_PedTraffic
.rdata:007490C4	00000015	C	$ECDTMode_GangMember
.rdata:007490DC	0000001A	C	$gGangMemberStimulusTable
.rdata:007490F8	00000018	C	gDealerWarnTonyDistance
.rdata:00749110	00000023	C	gDealerWarningTimeBuildupToHostile
.rdata:0074913C	0000001A	C	$gDwHenchmanStimulusTable
.rdata:00749158	00000013	C	$ECDTMode_Henchman
.rdata:00749178	00000024	C	$ECDTRegister_Gang_AllyKilledByTony
.rdata:0074919C	00000030	C	GenericEnemy_UpdateStatsIfKilledByMainCharacter
.rdata:007491CC	00000011	C	CopRespondersSet
.rdata:007491E8	0000000B	C	MouseWheel
.rdata:007491F4	00000006	C	block
.rdata:007491FC	00000006	C	dance
.rdata:00749204	00000007	C	sprint
.rdata:0074920C	0000000A	C	wallcover
.rdata:00749218	0000000A	C	dancemove
.rdata:00749224	00000008	C	execute
.rdata:0074922C	00000008	C	skipnis
.rdata:00749234	00000008	C	zoomout
.rdata:0074923C	00000007	C	zoomin
.rdata:0074924C	0000000D	C	toggleweapon
.rdata:0074925C	00000014	C	InputButtonTriangle
.rdata:00749270	00000007	C	reload
.rdata:00749278	0000000B	C	weapondown
.rdata:00749284	00000009	C	weaponup
.rdata:00749290	0000000B	C	weaponleft
.rdata:0074929C	0000000C	C	weaponright
.rdata:007492A8	0000000E	C	alternateFire
.rdata:007492B8	00000008	C	provoke
.rdata:007492C0	0000000D	C	manualtarget
.rdata:007492D0	0000000C	C	crouchstand
.rdata:007492DC	00000006	C	stand
.rdata:007492E4	00000007	C	crouch
.rdata:007492F4	00000007	C	GunsUp
.rdata:007492FC	00000012	C	GunsReadyFourWays
.rdata:00749310	00000010	C	GunsReadyOneWay
.rdata:007495B7	0000000A	C	@l\tI?TR{@X
.rdata:007495D8	00000026	C	CollisionVehiclePropRayBehaviourGroup
.rdata:00749604	00000012	C	YachtBoatTemplate
.rdata:00749618	00000007	C	Entry1
.rdata:00749620	0000000C	C	cartheft_00
.rdata:0074962C	00000007	C	Entry2
.rdata:00749634	00000007	C	Entry3
.rdata:007496B8	00000012	C	RageEndedCallback
.rdata:007496CC	00000009	C	positive
.rdata:007496D8	0000000D	C	+%d [HEALTH]
.rdata:007496E8	00000014	C	RageStartedCallback
.rdata:007496FC	0000000E	C	rageactive_00
.rdata:0074970C	0000000A	C	RageState
.rdata:0074971A	00000012	C	'7gDisableStamina
.rdata:0074974E	00000014	C	'7gDisableGroinKick
.rdata:00749764	00000018	C	gDisableWeaponSelection
.rdata:0074977C	0000001E	C	gRequestAnimationIdlePriority
.rdata:0074979C	00000020	C	gRequestAnimationActionPriority
.rdata:00749820	00000009	C	CIVILIAN
.rdata:0074982C	00000008	C	INJURED
.rdata:00749834	0000000A	C	PANICKING
.rdata:00749840	00000009	C	KAMIKAZE
.rdata:0074984C	0000000A	C	ATTACKING
.rdata:00749858	00000009	C	CAUTIOUS
.rdata:00749864	00000006	C	AWAKE
.rdata:0074986C	00000006	C	DRUNK
.rdata:00749874	00000010	C	CharacterObject
.rdata:00749884	00000011	C	InitializeAttack
.rdata:00749898	00000029	C	gHhealthRegen_WaitTimeSinceLastDamageSec
.rdata:007498C4	0000001A	C	gHealthRegen_PointsPerSec
.rdata:007498E0	0000001B	C	gHealthRegen_BallsRatioMin
.rdata:007498FC	00000011	C	gRageModeEnabled
.rdata:007499A4	0000000D	C	CivilianBase
.rdata:007499E4	00000010	C	InventoryObject
.rdata:007499F4	0000000E	C	InventoryType
.rdata:00749A04	0000000D	C	InventoryBox
.rdata:00749A14	00000009	C	%d %s %d
.rdata:00749A30	0000000F	C	InventoryOwner
.rdata:00749A5C	0000000C	C	sniper_lock
.rdata:00749AF0	00000011	C	DefaultAnimSpeed
.rdata:00749B04	0000000F	C	CrouchRunSpeed
.rdata:00749B14	0000000C	C	CrouchSpeed
.rdata:00749B20	00000010	C	MeleeGunUpSpeed
.rdata:00749B30	0000000A	C	SwimSpeed
.rdata:00749B3C	0000000B	C	NoRunSpeed
.rdata:00749B48	00000014	C	MidgetSpeedTemplate
.rdata:00749B5C	0000000F	C	NPCWeaponSpeed
.rdata:00749B6C	00000018	C	MainPlayerNoWeaponSpeed
.rdata:00749B84	0000001D	C	MainPlayerWeaponGunDownSpeed
.rdata:00749BA4	0000001B	C	MainPlayerWeaponGunUpSpeed
.rdata:00749BC0	00000014	C	MainPlayerRageSpeed
.rdata:00749BD4	00000016	C	MainPlayerReloadSpeed
.rdata:00749BF0	00000006	C	Shoot
.rdata:00749BF8	0000000E	C	weapon_toggle
.rdata:00749C08	00000009	C	put_away
.rdata:00749C14	0000000F	C	duck_execution
.rdata:00749C24	0000001A	C	MgACTION_Execution( %d );
.rdata:00749C8C	00000007	C	Reload
.rdata:00749C94	00000006	C	empty
.rdata:00749CA0	00000027	C	WUM_GetCurrentUpgradeTemplate( \"%s\" );
.rdata:00749CC8	00000016	C	GetNextWeaponTemplate
.rdata:00749CE0	00000016	C	GetPrevWeaponTemplate
.rdata:0074A114	00000006	C	e.prj
.rdata:0074A390	0000001B	C	frontend/scarfacetitle.p3d
.rdata:0074A3AC	00000012	C	scarfacetitle_NIS
.rdata:0074A3C0	00000015	C	frontend/attract.p3d
.rdata:0074A3D8	00000012	C	attractScreen_NIS
.rdata:0074A3F0	0000000B	C	%sDrawable
.rdata:0074A3FC	00000008	C	%s_Face
.rdata:0074A63C	00000006	C	Joint
.rdata:0074A644	00000007	C	Weapon
.rdata:0074A64C	00000014	C	CameraAnimationName
.rdata:0074ABA8	0000000E	C	NISWeaponFire
.rdata:0074ABB8	00000010	C	NISWeaponAttach
.rdata:0074ABC8	00000013	C	NISVehicleProperty
.rdata:0074ABDC	00000014	C	NISVehicleAnimation
.rdata:0074ABF0	0000000D	C	NISSwapModel
.rdata:0074AC00	00000012	C	NISStatePropSpawn
.rdata:0074AC14	00000010	C	NISSequencePlay
.rdata:0074AC24	0000000F	C	NISSequenceCue
.rdata:0074AC34	00000012	C	NISStatePropState
.rdata:0074AC48	00000012	C	NISSequenceBranch
.rdata:0074AC5C	0000001B	C	NISScriptFunctionCallTrack
.rdata:0074AC78	00000012	C	NISResourceLoader
.rdata:0074AC8C	00000013	C	NISRenderableTrack
.rdata:0074ACA0	0000001C	C	NISRenderableAnimationTrack
.rdata:0074ACBC	00000012	C	NISObjectPosition
.rdata:0074ACD0	00000008	C	NISFade
.rdata:0074ACD8	00000010	C	NISExpAnimation
.rdata:0074ACE8	00000016	C	NISDriveWorldStreamer
.rdata:0074AD00	00000016	C	NISDeleteScriptObject
.rdata:0074AD18	00000013	C	NISDeleteCharacter
.rdata:0074AD2C	00000017	C	NISCharacterVisibility
.rdata:0074AD44	00000016	C	NISHoldCameraPosition
.rdata:0074AD5C	00000015	C	NISCharacterPosition
.rdata:0074AD74	00000013	C	NISCharacterEffect
.rdata:0074AD88	00000013	C	NISCharacterDamage
.rdata:0074AD9C	00000016	C	NISCharacterAnimation
.rdata:0074ADB4	00000013	C	NISCharacterAttach
.rdata:0074ADC8	00000013	C	NISCameraAnimation
.rdata:0074ADDC	00000013	C	NISActivateVehicle
.rdata:0074ADF0	0000000C	C	CheckCamera
.rdata:0074ADFC	0000000D	C	DamageWeapon
.rdata:0074AE0C	00000012	C	IsFemaleCharacter
.rdata:0074AE20	00000010	C	IsMainCharacter
.rdata:0074AE30	00000010	C	AreFeetOnGround
.rdata:0074AE40	0000000C	C	DamageJoint
.rdata:0074AE54	00000006	C	Plane
.rdata:0074AE5C	0000000B	C	Helicopter
.rdata:0074AE74	0000000A	C	BloodPool
.rdata:0074AE80	00000010	C	ShotEffectHeavy
.rdata:0074AE90	00000010	C	ShotEffectLight
.rdata:0074AEA0	00000011	C	GrenadeExplosion
.rdata:0074AEB4	00000013	C	GoreBloodExplosion
.rdata:0074AEC8	00000009	C	Headshot
.rdata:0074C260	00000006	C	Green
.rdata:0074C26C	0000000E	C	FadeOutFrames
.rdata:0074C27C	0000000F	C	DurationFrames
.rdata:0074C28C	0000000D	C	FadeInFrames
.rdata:0074C29C	00000009	C	Position
.rdata:0074C2A8	00000016	C	StatePropTemplateName
.rdata:0074C2C0	0000000E	C	StatePropName
.rdata:0074C2D0	0000000D	C	TemplateName
.rdata:0074C2E8	0000000B	C	WorldSpace
.rdata:0074C2F4	00000013	C	ScriptFunctionCall
.rdata:0074C308	00000007	C	Branch
.rdata:0074C310	00000007	C	Enable
.rdata:0074C5B8	00000007	C	Damage
.rdata:0074C5C0	0000000D	C	ThrustFactor
.rdata:0074C5D0	0000000C	C	VehicleName
.rdata:0074C5DC	00000014	C	SourceCharacterName
.rdata:0074C5F0	0000000B	C	EffectType
.rdata:0074C5FC	00000007	C	Detach
.rdata:0074C604	00000010	C	OffsetDirection
.rdata:0074C614	0000000F	C	OffsetPosition
.rdata:0074C624	00000013	C	CharacterJointName
.rdata:0074C638	0000000B	C	ObjectName
.rdata:0074C644	0000000A	C	StateName
.rdata:0074C650	0000000A	C	IsVisible
.rdata:0074C65C	00000013	C	WeaponTemplateName
.rdata:0074C670	00000012	C	IsSecondaryWeapon
.rdata:0074C684	00000016	C	CompositeDrawableName
.rdata:0074C69C	0000000F	C	RenderableName
.rdata:0074C6AC	0000000E	C	AnimationName
.rdata:0074C6BC	0000000C	C	VehicleClut
.rdata:0074C6C8	0000000C	C	VehicleType
.rdata:0074C6D4	00000007	C	Facing
.rdata:0074C6DC	00000009	C	newModel
.rdata:0074C6E8	0000000F	C	MixerModelName
.rdata:0074C700	0000000A	C	SoundName
.rdata:0074C840	0000000B	C	FireObject
.rdata:0074C85C	0000000D	C	FireTemplate
.rdata:0074C884	0000000B	C	duck_games
.rdata:0074C890	0000000C	C	BJ_BetMeter
.rdata:0074C93C	00000008	C	nuetral
.rdata:0074C944	0000001D	C	IsInvestmentOwned('Sports');
.rdata:0074C964	0000000C	C	BJ_Card%i%i
.rdata:0074C970	0000001B	C	Blackjack_Activate(false);
.rdata:0074C98C	00000016	C	DebugBlackjack_Off();
.rdata:0074C9A4	00000011	C	[BLACKJACK_DEAL]
.rdata:0074C9B8	00000010	C	[BLACKJACK_HIT]
.rdata:0074C9C8	0000000B	C	cards_deal
.rdata:0074C9D4	00000014	C	[BLACKJACK_NEWGAME]
.rdata:0074C9E8	00000009	C	slot_win
.rdata:0074C9F4	0000000B	C	slot_loose
.rdata:0074CA00	00000017	C	[BLACKJACK_DEALERBUST]
.rdata:0074CA18	00000011	C	[BLACKJACK_BUST]
.rdata:0074CA2C	00000011	C	[BLACKJACK_PUSH]
.rdata:0074CA40	00000011	C	[BLACKJACK_LOSE]
.rdata:0074CA54	00000010	C	[BLACKJACK_WIN]
.rdata:0074CA64	0000001C	C	[BLACKJACK_DEALERBLACKJACK]
.rdata:0074CA80	00000016	C	[BLACKJACK_BLACKJACK]
.rdata:0074CA98	0000001A	C	Blackjack_Activate(true);
.rdata:0074CAB4	0000000D	C	casino_games
.rdata:0074CAE8	0000000F	C	BJ_BetReminder
.rdata:0074CAF8	0000000D	C	BJ_CashValue
.rdata:0074CB30	00000009	C	BJ_XIcon
.rdata:0074CB3C	0000000F	C	BJ_PlayerScore
.rdata:0074CB4C	0000000E	C	BJ_HouseScore
.rdata:0074CB5C	00000008	C	BJ_odds
.rdata:0074CB64	0000000F	C	BlackjackLayer
.rdata:0074CB78	0000000B	C	cards_flip
.rdata:0074CB88	00000027	C	DebugBlackjack_getCards( %i, \"suit\" );
.rdata:0074CBB0	00000026	C	DebugBlackjack_getCards( %i, \"num\" );
.rdata:0074CBD8	00000017	C	DebugBlackjack_IsOn();
.rdata:0074CBF0	00000007	C	toggle
.rdata:0074CBF8	00000007	C	accept
.rdata:0074CD34	00000009	C	amImage2
.rdata:0074CD40	00000015	C	ECDetailStreamImage1
.rdata:0074CD58	00000015	C	ECDetailStreamImage0
.rdata:0074CD70	00000012	C	ECDetailIconImage
.rdata:0074CD84	0000000F	C	ECRepGainLayer
.rdata:0074CD94	0000000F	C	DL_ECRepGained
.rdata:0074CDA4	0000000C	C	ECInfoLayer
.rdata:0074CDB0	0000000E	C	DL_ECInfoText
.rdata:0074CDC0	0000000C	C	ECInfoLabel
.rdata:0074CDCC	0000000D	C	ECThemeLabel
.rdata:0074CDDC	0000000B	C	ECBuyLabel
.rdata:0074CDE8	0000000E	C	ECDetailPrice
.rdata:0074CDF8	0000000E	C	ECDetailTitle
.rdata:0074CE08	0000001D	C	EM_GetExoticState( %i, %i );
.rdata:0074CE28	00000019	C	./frontend/ExoticImages/
.rdata:0074CE44	00000007	C	%s%02i
.rdata:0074CE4C	0000001B	C	EM_GetCountInCategory(%i);
.rdata:0074CE68	00000015	C	exotics_investments_
.rdata:0074CE80	00000017	C	exotics_mansion_decor_
.rdata:0074CE98	0000001B	C	exotics_mansion_furniture_
.rdata:0074CEB4	00000018	C	exotics_mansion_unique_
.rdata:0074CECC	00000018	C	exotics_mansion_themes_
.rdata:0074CEE4	00000013	C	EXOTICS_BOATHOUSE_
.rdata:0074CEF8	0000000C	C	exotic_car_
.rdata:0074CF04	00000013	C	EXOTICS_HIRELINGS_
.rdata:0074CF18	00000021	C	EM_GetExoticTBE( %i, %i, true );
.rdata:0074CF5C	0000001B	C	EM_GetExoticTBE( %i, %i );
.rdata:0074CF80	0000001A	C	EM_GetNumberCategories();
.rdata:0074CF9C	0000001A	C	EC_SetActionMap( false );
.rdata:0074CFDC	0000000C	C	SCREEN_BUY]
.rdata:0074CFE8	00000026	C	EM_GetExoticDataByIndex( %i, %i, 3 );
.rdata:0074D010	0000001D	C	EM_GetExoticPrice( %i, %i );
.rdata:0074D030	00000007	C	toggle
.rdata:0074D038	00000019	C	EC_SetActionMap( true );
.rdata:0074D054	0000000C	C	ECRepAmount
.rdata:0074D060	0000000D	C	ECCashAmount
.rdata:0074D09C	00000009	C	ECBack%i
.rdata:0074D0A8	0000000D	C	ECMenuItem%i
.rdata:0074D0B8	0000000A	C	ECArrow%i
.rdata:0074D0C4	00000009	C	collapse
.rdata:0074D0D0	00000018	C	SC_SwitchToTheme( %i );
.rdata:0074D0F0	00000014	C	generic_purchase_00
.rdata:0074D10C	00000024	C	EM_AttemptExoticPurchase( %i, %i );
.rdata:0074D130	0000000F	C	EHE_SYSTEM_HUD
.rdata:0074D140	00000017	C	exotics_menu_activated
.rdata:0074D158	0000000E	C	car_purchased
.rdata:0074D168	00000011	C	driver_purchased
.rdata:0074D218	0000001D	C	FightBetting_Activate(true);
.rdata:0074D25C	00000007	C	hter%i
.rdata:0074D264	00000014	C	Fightbetting_Name%i
.rdata:0074D29C	00000009	C	_TopPoly
.rdata:0074D2A8	00000012	C	BottomDecreaseBet
.rdata:0074D2BC	00000012	C	BottomIncreaseBet
.rdata:0074D2D0	0000000F	C	TopDecreaseBet
.rdata:0074D2E0	0000000F	C	TopIncreaseBet
.rdata:0074D2F0	0000001A	C	Fightbetting_BetSelection
.rdata:0074D30C	0000001A	C	Fightbetting_RedSelection
.rdata:0074D328	0000001B	C	Fightbetting_PlaceBetLabel
.rdata:0074D344	0000001C	C	Fightbetting_BottomBetValue
.rdata:0074D360	00000019	C	Fightbetting_TopBetValue
.rdata:0074D37C	00000017	C	Fightbetting_CashValue
.rdata:0074D394	00000013	C	Fightbetting_Title
.rdata:0074D3A8	0000001D	C	FightBetting_DoEndCleanup();
.rdata:0074D3D0	00000010	C	BS_SpeedBarTop2
.rdata:0074D3E0	00000013	C	BS_SpeedBarBottom2
.rdata:0074D3F4	00000010	C	BS_ToughBarTop2
.rdata:0074D404	00000013	C	BS_ToughBarBottom2
.rdata:0074D418	00000013	C	BS_StrengthBarTop2
.rdata:0074D42C	00000016	C	BS_StrengthBarBottom2
.rdata:0074D444	00000010	C	BS_SpeedBarTop1
.rdata:0074D454	00000013	C	BS_SpeedBarBottom1
.rdata:0074D468	00000010	C	BS_ToughBarTop1
.rdata:0074D478	00000013	C	BS_ToughBarBottom1
.rdata:0074D48C	00000013	C	BS_StrengthBarTop1
.rdata:0074D4A0	00000016	C	BS_StrengthBarBottom1
.rdata:0074D4B8	00000016	C	Fightbetting_BetMeter
.rdata:0074D4D0	00000018	C	[BLOODSPORT_FIGHTER_%i]
.rdata:0074D4E8	00000028	C	Fightbetting_GetFighterInfo(%i, \"num\");
.rdata:0074D510	00000012	C	[COCKFIGHT_TITLE]
.rdata:0074D524	00000013	C	[BLOODSPORT_TITLE]
.rdata:0074D538	00000016	C	FightBetting_Setup();
.rdata:0074D550	0000004B	C	%s [BLOODSPORT_WON] \n [BLOODSPORT_LOSEAMOUNT] %s [BLOODSPORT_ONTHATFIGHT]!
.rdata:0074D5A0	0000004A	C	%s [BLOODSPORT_WON] \n [BLOODSPORT_WINAMOUNT] %s [BLOODSPORT_ONTHATFIGHT]!
.rdata:0074D5EC	00000009	C	red_wins
.rdata:0074D5F8	0000000A	C	blue_wins
.rdata:0074D604	00000013	C	cockfight_ambience
.rdata:0074D618	0000001E	C	FightBetting_StartFighting();
.rdata:0074D638	00000013	C	[BLOODSPORT_FIGHT]
.rdata:0074D64C	00000026	C	FightBetting_GetCorner( \"blue\", %i );
.rdata:0074D674	00000025	C	FightBetting_GetCorner( \"red\", %i );
.rdata:0074D69C	0000002E	C	[BLOODSPORT_BLUECORNER]\n%s[BLOODSPORT_EXCLAM]
.rdata:0074D6CC	0000002E	C	[BLOODSPORT_REDCORNER]\n %s[BLOODSPORT_EXCLAM]
.rdata:0074D700	00000025	C	frontend/prebuilt/TonyEndGameCam.p3d
.rdata:0074D728	0000000B	C	duck_death
.rdata:0074D77C	0000000E	C	GO_DrugsLabel
.rdata:0074D78C	0000000D	C	GO_CashLabel
.rdata:0074D79C	00000008	C	GO_Tony
.rdata:0074D7A4	0000000C	C	GO_Scarface
.rdata:0074D7B0	00000009	C	GO_Title
.rdata:0074D7BC	0000000E	C	GameOverLayer
.rdata:0074D7CC	00000027	C	DBPostInt( $DB_EVENT_GAME_OVER , %d );
.rdata:0074D7F4	00000013	C	CAM_TonyEndGameCam
.rdata:0074D808	00000018	C	[GAMEOVER_MISSIONTRACK]
.rdata:0074D820	00000015	C	[GAMEOVER_CASHDRUGS]
.rdata:0074D930	00000018	C	$LastDeathWasInAMission
.rdata:0074D948	0000001C	C	GameOverHUD_SetActionMap();
.rdata:0074D964	00000037	C	GameOverHUD::UpdateElement::DramaticCamera::IsFinished
.rdata:0074D99C	0000001D	C	GameOverHUD::ActivateElement
.rdata:0074D9BC	00000010	C	[GAMEOVER_SKIP]
.rdata:0074D9CC	00000016	C	IsInCombatTutorial();
.rdata:0074D9E4	0000000A	C	duck_fail
.rdata:0074D9F0	00000019	C	MissionFailMenuMusic( );
.rdata:0074DA0C	00000014	C	OnKilledCallback();
.rdata:0074DA20	0000001E	C	SGS_Loadgame(\"T01\", 0, true);
.rdata:0074DA40	0000001F	C	GameOverHUD_DeleteActionMap();
.rdata:0074DA60	0000001F	C	GameOverHUD::DeactivateElement
.rdata:0074DB24	0000001B	C	PauseGetCreditsLine( %i );
.rdata:0074DB5C	00000015	C	TonySlot_WeapRect0%i
.rdata:0074DB74	0000000D	C	Panel%i_Icon
.rdata:0074DB84	0000000D	C	Panel%i_Rect
.rdata:0074DB94	00000014	C	Panel%i_ClipCostVal
.rdata:0074DBA8	00000014	C	Panel%i_ClipSizeVal
.rdata:0074DBBC	0000000D	C	Panel%i_Name
.rdata:0074DBCC	00000013	C	Panel%i_DetailText
.rdata:0074DC0C	00000009	C	WM_Title
.rdata:0074DC18	0000000B	C	ErrorLayer
.rdata:0074DC24	00000013	C	BottomWeaponsLayer
.rdata:0074DC38	00000010	C	TopWeaponsLayer
.rdata:0074DD60	0000000A	C	hud-modal
.rdata:0074DE70	00000007	C	%s.prj
.rdata:0074DE7C	00000010	C	frontend/%s.p3d
.rdata:0074DE8C	00000009	C	resource
.rdata:0074DFC0	00000010	C	LC_BankCutValue
.rdata:0074DFD0	00000013	C	LC_CashOnHandValue
.rdata:0074DFE4	0000000B	C	LC_BankCut
.rdata:0074DFF0	0000000D	C	LC_TotalCash
.rdata:0074E000	00000011	C	LC_TotalCashIcon
.rdata:0074E014	00000016	C	[NO_LAUNDER_W_WEAPON]
.rdata:0074E054	00000014	C	IsUsingGameCheat();
.rdata:0074E068	0000001D	C	ClearLaunderCashActionMap();
.rdata:0074E08C	0000001B	C	SetLaunderCashActionMap();
.rdata:0074E0A8	0000001B	C	[LAUNDER_BANKCUT] (%.1f%%)
.rdata:0074E0C4	00000017	C	[LAUNDER_SAVECONTINUE]
.rdata:0074E104	00000012	C	EHE_ERROR_HANDLER
.rdata:0074E118	00000013	C	EHE_LOADING_SCREEN
.rdata:0074E12C	00000014	C	EHE_MISSIONFAIL_HUD
.rdata:0074E140	00000011	C	EHE_GAMEOVER_HUD
.rdata:0074E154	0000000E	C	EHE_SCREEN_FX
.rdata:0074E164	00000015	C	EHE_INTIMIDATION_HUD
.rdata:0074E17C	00000010	C	EHE_MISSION_HUD
.rdata:0074E18C	0000000E	C	EHE_SUBTITLES
.rdata:0074E19C	00000014	C	EHE_PAUSE_MENU_QUIT
.rdata:0074E1B0	00000015	C	EHE_PAUSE_MENU_DEBUG
.rdata:0074E1C8	00000017	C	EHE_PAUSE_MENU_CREDITS
.rdata:0074E1E0	00000021	C	EHE_PAUSE_MENU_CONTROLLER_CONFIG
.rdata:0074E204	0000001A	C	EHE_PAUSE_MENU_CONTROLLER
.rdata:0074E220	00000014	C	EHE_PAUSE_MENU_SAVE
.rdata:0074E234	00000014	C	EHE_PAUSE_MENU_LOAD
.rdata:0074E248	00000017	C	EHE_PAUSE_MENU_OPTIONS
.rdata:0074E260	00000017	C	EHE_PAUSE_MENU_REWARDS
.rdata:0074E278	00000015	C	EHE_PAUSE_MENU_STATS
.rdata:0074E290	00000014	C	EHE_PAUSE_MENU_MAIN
.rdata:0074E2A4	00000014	C	EHE_PAUSE_MENU_HOME
.rdata:0074E2B8	00000012	C	EHE_LOOK_TUTORIAL
.rdata:0074E2CC	0000000F	C	EHE_PROMPT_HUD
.rdata:0074E2DC	00000010	C	EHE_MESSAGE_HUD
.rdata:0074E2EC	0000000A	C	EHE_TIMER
.rdata:0074E2F8	0000001A	C	EHE_PIMP_YOUR_MANSION_HUD
.rdata:0074E314	00000010	C	EHE_TAPE_PLAYER
.rdata:0074E324	00000008	C	JazTest
.rdata:0074E32C	0000000F	C	EHE_DEBUG_INFO
.rdata:0074E33C	0000001B	C	EHE_COP_VISIBILITY_BUBBLE8
.rdata:0074E358	0000001B	C	EHE_COP_VISIBILITY_BUBBLE7
.rdata:0074E374	0000001B	C	EHE_COP_VISIBILITY_BUBBLE6
.rdata:0074E390	0000001B	C	EHE_COP_VISIBILITY_BUBBLE5
.rdata:0074E3AC	0000001B	C	EHE_COP_VISIBILITY_BUBBLE4
.rdata:0074E3C8	0000001B	C	EHE_COP_VISIBILITY_BUBBLE3
.rdata:0074E3E4	0000001B	C	EHE_COP_VISIBILITY_BUBBLE2
.rdata:0074E400	0000001B	C	EHE_COP_VISIBILITY_BUBBLE1
.rdata:0074E41C	00000015	C	EHE_DISTANCE_BUBBLE4
.rdata:0074E434	00000015	C	EHE_DISTANCE_BUBBLE3
.rdata:0074E44C	00000015	C	EHE_DISTANCE_BUBBLE2
.rdata:0074E464	00000015	C	EHE_DISTANCE_BUBBLE1
.rdata:0074E47C	0000001A	C	EHE_METER_VISIBILITY_RATE
.rdata:0074E498	00000013	C	EHE_VISIBILITY_HUD
.rdata:0074E4AC	0000000F	C	EHE_EMPIRE_HUD
.rdata:0074E4BC	00000011	C	EHE_DRUGWARS_HUD
.rdata:0074E4D0	00000010	C	EHE_VEHICLE_HUD
.rdata:0074E4E0	00000018	C	EHE_BUSINESS_DETAIL_HUD
.rdata:0074E4F8	00000011	C	EHE_BUSINESS_HUD
.rdata:0074E50C	00000011	C	EHE_VICE_COP_HUD
.rdata:0074E520	00000011	C	EHE_TELEPORT_HUD
.rdata:0074E534	0000000C	C	EHE_MAP_HUD
.rdata:0074E540	00000014	C	EHE_LAUNDERCASH_HUD
.rdata:0074E554	0000000F	C	EHE_LOCKER_HUD
.rdata:0074E564	00000017	C	EHE_SATPHONEWEAPON_HUD
.rdata:0074E57C	00000015	C	EHE_STREETWEAPON_HUD
.rdata:0074E594	0000001E	C	EHE_MISSION_TRACKABLE_VALUE_2
.rdata:0074E5B4	0000001C	C	EHE_MISSION_TRACKABLE_VALUE
.rdata:0074E5D0	0000000C	C	EHE_PRODUCT
.rdata:0074E5DC	00000010	C	EHE_CLEAN_MONEY
.rdata:0074E5EC	0000000A	C	EHE_MONEY
.rdata:0074E5F8	0000000B	C	EHE_WEAPON
.rdata:0074E604	0000001D	C	EHE_METER_FRONT_SURVEILLANCE
.rdata:0074E624	0000001C	C	EHE_INVENTORY_SELECTION_HUD
.rdata:0074E640	00000019	C	EHE_METER_FRONT_HENCHMEN
.rdata:0074E65C	00000017	C	EHE_METER_FRONT_HEALTH
.rdata:0074E674	00000016	C	EHE_METER_HEALTH_NPC4
.rdata:0074E68C	00000016	C	EHE_METER_HEALTH_NPC3
.rdata:0074E6A4	00000016	C	EHE_METER_HEALTH_NPC2
.rdata:0074E6BC	00000016	C	EHE_METER_HEALTH_NPC1
.rdata:0074E6D4	00000013	C	EHE_METER_HEAT_COP
.rdata:0074E6E8	00000014	C	EHE_METER_HEAT_GANG
.rdata:0074E6FC	00000010	C	EHE_METER_BALLS
.rdata:0074E70C	00000011	C	EHE_METER_HEALTH
.rdata:0074E720	00000016	C	EHE_HUD_IMAGE_DISPLAY
.rdata:0074E738	00000020	C	HUD_DestroyPermanentElements();
.rdata:0074E758	00000017	C	HUD_DestroyElements();
.rdata:0074E78C	00000016	C	HUD_CreateElements();
.rdata:0074E7A4	0000001E	C	HUD_CreateTutorialElements();
.rdata:0074E7C4	0000001B	C	HUDManager2::ToggleModal%d
.rdata:0074E7E0	0000000C	C	HUDManager2
.rdata:0074E7EC	0000000C	C	HUD_Created
.rdata:0074E81C	0000000E	C	counter_click
.rdata:0074E82C	00000006	C	drugs
.rdata:0074E84C	0000000D	C	CAM_TestCam3
.rdata:0074E85C	0000000D	C	CAM_TestCam2
.rdata:0074E86C	0000000D	C	CAM_TestCam1
.rdata:0074E978	0000001D	C	packages/IntimidationHUD.p3d
.rdata:0074E9C4	0000001C	C	intimdiationLargeResultText
.rdata:0074E9E0	00000015	C	intimidationFailText
.rdata:0074E9F8	00000017	C	intimidationResultText
.rdata:0074EA10	00000015	C	intimidationTypeText
.rdata:0074EA28	00000019	C	intimidationInstructions
